Species	PRI_240116_PS_FTMSMS-_1.mzXML	PRI_240116_PS_FTMSMS-_2.mzXML	PRI_240116_PS_FTMSMS-_3.mzXML	PRI_240116_PS_FTMSMS-_4.mzXML	PRI_Group-1	Mspecies	FAI.FC_240116_PS_FTMSMS-_1.mzXML	FAI.FC_240116_PS_FTMSMS-_2.mzXML	FAI.FC_240116_PS_FTMSMS-_3.mzXML	FAI.FC_240116_PS_FTMSMS-_4.mzXML	FAI.FC_Group-1
PS 34:0:0	0.066672534	0.047767468	0.05021161	0.048172943	[0.047767468..0.066672534]	Sum	[0.076156914..0.079817526]	[0.07850728..0.08231128]	[0.06519228..0.082935855]	[0.06916239..0.08726501]	[0.06519228..0.08726501]
						PS 18:0/16:0	[0.076156914..0.079817526]	[0.07850728..0.08231128]	[0.059897177..0.08148777]	[0.06493104..0.0868036]	[0.059897177..0.0868036]
						PS 16:0/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.006681997]	[0.0..0.006683877]	[0.0..0.006683877]
PS 34:1:0	3.3853378	3.4090514	3.3926728	3.419477	[3.3853378..3.419477]	Sum	[3.1541398..3.774344]	[2.984311..3.7017314]	[3.037607..3.3573427]	[3.084152..3.8044143]	[2.984311..3.8044143]
						PS 18:0/16:1	[0.72125846..0.8768626]	[0.6571044..0.8501558]	[0.70293796..0.77213156]	[0.7001089..0.88428825]	[0.6571044..0.88428825]
						PS 16:1/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]
						PS 16:0/18:1	[2.2127693..2.8794756]	[2.1812847..2.833903]	[2.216268..2.569135]	[2.2088754..2.9023519]	[2.1812847..2.9023519]
						PS 18:1/16:0	[0.0..0.27642965]	[0.0..0.24371567]	[0.0..0.14130242]	[0.0..0.22928582]	[0.0..0.27642965]
PS 34:2:0	0.14635737	0.16418362	0.16541938	0.12335486	[0.12335486..0.16541938]	Sum	[0.16957502..0.19502907]	[0.19319595..0.20364696]	[0.16705948..0.20424521]	[0.19175977..0.24561703]	[0.16705948..0.24561703]
						PS 18:0/16:2	[0.022802548..0.03895159]	[0.033394787..0.052019972]	[0.028648876..0.0517646]	[0.046306986..0.097168386]	[0.022802548..0.097168386]
						PS 16:2/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]
						PS 16:1/18:1	[0.0030599586..0.015383843]	[0.003683598..0.014138395]	[0.0024981396..0.012851677]	[0.0037448679..0.013030689]	[0.0024981396..0.015383843]
						PS 18:1/16:1	[0.09169325..0.114028335]	[0.09534018..0.11381408]	[0.08793451..0.10441988]	[0.09237341..0.112157]	[0.08793451..0.114028335]
						PS 16:0/18:2	[0.041897766..0.046167005]	[0.042205434..0.04600922]	[0.037418824..0.041603196]	[0.04180133..0.046958104]	[0.037418824..0.046958104]
						PS 18:2/16:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0019969535]	[0.0..0.0]	[0.0..0.0019969535]
PS 35:0:0	0.0964951	0.080786005	0.06511707	0.08988041	[0.06511707..0.0964951]	Sum	[0.03197651..0.040053263]	[0.02704347..0.03151234]	[0.018535135..0.020874256]	[0.01975852..0.020936526]	[0.018535135..0.040053263]
						PS 18:0/17:0	[0.03197651..0.040053263]	[0.02704347..0.03151234]	[0.018535135..0.020874256]	[0.01975852..0.020936526]	[0.018535135..0.040053263]
						PS 17:0/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]
PS 35:1:0	0.96432084	0.98527527	1.0199807	1.023333	[0.96432084..1.023333]	Sum	[0.974703..1.1437953]	[0.9288082..1.1462016]	[0.9135012..0.9889166]	[0.95702964..1.1482118]	[0.9135012..1.1482118]
						PS 18:0/17:1	[0.28988978..0.34049627]	[0.27398613..0.34522188]	[0.27063972..0.28820252]	[0.28720385..0.3395087]	[0.27063972..0.34522188]
						PS 17:1/18:0	[0.0..0.0]	[0.0..0.0]	[0.0..0.003746633]	[0.0..0.0]	[0.0..0.003746633]
						PS 17:0/18:1	[0.65110457..0.7981278]	[0.6486172..0.7958541]	[0.62160075..0.69618225]	[0.6507679..0.80361956]	[0.62160075..0.80361956]
						PS 18:1/17:0	[0.0..0.04389703]	[0.0..0.027059041]	[0.0..0.035505295]	[0.0..0.032948405]	[0.0..0.04389703]
PS 36:2:0	13.240287	13.305329	13.187891	13.269274	[13.187891..13.305329]	Sum	[12.581318..14.472876]	[12.09139..13.942414]	[11.5841465..13.311397]	[11.208442..14.544294]	[11.208442..14.544294]
						PS 18:0/18:2	[1.0297521..1.1320161]	[0.9643539..1.1201664]	[1.0302464..1.0999398]	[0.90897393..1.166235]	[0.90897393..1.166235]
						PS 18:2/18:0	[0.0..0.030564435]	[0.0..0.0]	[0.0..0.0]	[0.0..0.0]	[0.0..0.030564435]
						PS 18:1/18:1	[11.449302..13.3410635]	[11.127036..12.822248]	[10.5539..12.211457]	[10.299467..13.378059]	[10.299467..13.378059]
PS 36:3:0	0.25503334	0.27909303	0.27647665	0.2647384	[0.25503334..0.27909303]	Sum	[0.29883713..0.3426476]	[0.30997056..0.33787164]	[0.28789204..0.32357264]	[0.2989569..0.33561468]	[0.28789204..0.3426476]
